rd_nm,addr,crsswlk_type,crsswlk_wdth,crsswlk_lngth,lon,lat
부산중앙로,경기도 오산시 부산동 55-2,1,6.0,9.0,127.0920072,37.15376088
부산중앙로,경기도 오산시 부산동 55-2,1,6.0,10.0,127.0920072,37.15376088
부산중앙로,경기도 오산시 부산동 55-2,1,3.0,9.0,127.0920072,37.153736
부산중앙로,경기도 오산시 부산동 55-2,1,3.0,9.0,127.092086,37.153788
부산중앙로,경기도 오산시 부산동 55-2,1,3.0,17.0,127.092031,37.15376088
부산중앙로 42,경기도 오산시 부산동 55-4,1,6.0,20.0,127.092172,37.15385521
성호대로,경기도 오산시 부산동 608-5,1,7.0,25.0,127.0869985,37.148385
성호대로,경기도 오산시 부산동 608-5,1,4.0,16.0,127.0869985,37.14834338
성호대로,경기도 오산시 부산동 608-5,1,4.0,17.0,127.0869985,37.148302
부산중앙로,경기도 오산시 부산동 613-42,4,8.0,15.0,127.090157,37.148257
부원로,경기도 오산시 부산동 622,1,4.0,13.0,127.0841542,37.14756494
성호대로,경기도 오산시 부산동 622,1,6.0,19.0,127.084131,37.14756494
경기동로,경기도 오산시 부산동 76-21,1,8.0,26.0,127.0926515,37.158728
경기동로,경기도 오산시 부산동 780,1,5.0,23.0,127.0798367,37.15889395
경기동로,경기도 오산시 부산동 781,4,6.0,6.0,127.0831939,37.15922155
경기동로,경기도 오산시 부산동 781,4,8.0,42.0,127.083171,37.15922155
경기동로,경기도 오산시 부산동 781,4,3.0,5.0,127.0831939,37.15922155
경기동로,경기도 오산시 부산동 781,4,8.0,22.0,127.0831939,37.15922155
경기동로,경기도 오산시 부산동 781-1,4,3.0,6.0,127.0828328,37.15840858
경기동로,경기도 오산시 부산동 781-1,4,8.0,22.0,127.082802,37.15840858
경기동로,경기도 오산시 부산동 781-1,4,8.0,42.0,127.0828328,37.15840858
경기동로,경기도 오산시 부산동 781-1,4,3.0,6.0,127.0828328,37.15840858
동부대로,경기도 오산시 부산동 782,1,3.0,34.0,127.0809416,37.15439704
동부대로,경기도 오산시 부산동 782,1,7.0,34.0,127.0809416,37.15439704
눕새로,경기도 오산시 누읍동 636,1,3.0,5.0,127.0535955,37.140316
눕새로,경기도 오산시 누읍동 637,1,3.0,5.0,127.0530364,37.1395573
눕새로,경기도 오산시 누읍동 637,1,3.0,5.0,127.0530364,37.1395573
눕새로,경기도 오산시 누읍동 637,1,3.0,5.0,127.053028,37.139526
눕새로,경기도 오산시 누읍동 637,1,3.0,5.0,127.0530364,37.1395573
눕새로,경기도 오산시 누읍동 637,1,3.0,5.0,127.0530364,37.1395573
눕새로,경기도 오산시 누읍동 637,1,3.0,5.0,127.0530364,37.1395573
눕새로,경기도 오산시 누읍동 637,1,3.0,5.0,127.0530364,37.1395573
눕새로,경기도 오산시 누읍동 638,1,3.0,5.0,127.0533285,37.1395802
눕새로,경기도 오산시 누읍동 638,1,3.0,5.0,127.0533285,37.139575
눕새로,경기도 오산시 누읍동 639,1,3.0,5.0,127.053607,37.13957506
눕새로,경기도 오산시 누읍동 639,1,3.0,5.0,127.053607,37.139507
눕새로,경기도 오산시 누읍동 639,1,3.0,5.0,127.053616,37.13957506
눕새로,경기도 오산시 누읍동 639,1,3.0,5.0,127.053673,37.13957506
눕새로,경기도 오산시 누읍동 640,1,3.0,5.0,127.053878,37.139575
눕새로,경기도 오산시 누읍동 640,1,3.0,5.0,127.053878,37.139579
눕새로,경기도 오산시 누읍동 641,1,3.0,7.0,127.0533899,37.13889247
수목원로,경기도 오산시 누읍동 649,1,3.0,9.0,127.0565247,37.13882944
수목원로,경기도 오산시 누읍동 649,1,3.0,10.0,127.0565755,37.13882944
수목원로,경기도 오산시 누읍동 649,1,3.0,20.0,127.0565755,37.13882944
서부로,경기도 오산시 두곡동 2-13,4,2.0,5.0,127.042578,37.13436298
서부로,경기도 오산시 두곡동 산 6-1,4,4.0,26.0,127.0417751,37.1337489
서부로,경기도 오산시 두곡동 산 8-4,4,2.0,5.0,127.0416198,37.13419656
발안로,경기도 오산시 벌음동 139-5,4,4.0,4.0,127.0370895,37.13657698
발안로,경기도 오산시 벌음동 185-3,1,6.0,8.0,127.0397274,37.14031111
서동로,경기도 오산시 벌음동 189-18,1,4.0,5.0,127.0397785,37.14067948
초평로,경기도 오산시 벌음동 231-2,1,3.0,7.0,127.0434368,37.14118872
남부대로,경기도 오산시 벌음동 산25-5,4,5.0,12.0,127.0365421,37.13751971
발안로,경기도 오산시 벌음동 294-21,1,6.0,11.0,127.0442378,37.13904256
서동로,경기도 오산시 벌음동 371-1,1,4.0,7.0,127.0390905,37.14182643
발안로,경기도 오산시 벌음동 산 25-10,4,6.0,5.0,127.0364203,37.13716724
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로,경기도 오산시 누읍동 633,1,3.0,18.0,127.0545341,37.14132288
누읍로,경기도 오산시 누읍동 633,4,5.0,5.0,127.054521,37.14132288
누읍로,경기도 오산시 누읍동 633,4,7.0,29.0,127.0545103,37.14132288
누읍로,경기도 오산시 누읍동 633,1,8.0,28.0,127.0545341,37.14132288
누읍로,경기도 오산시 누읍동 633,1,8.0,28.0,127.0545341,37.14132288
누읍로,경기도 오산시 누읍동 633,1,8.0,28.0,127.0545341,37.14132288
수목원로49번길,경기도 오산시 누읍동 634,1,4.0,10.0,127.0523662,37.1393876
수목원로49번길,경기도 오산시 누읍동 634,1,6.0,10.0,127.0523662,37.1393876
수목원로49번길,경기도 오산시 누읍동 634,1,4.0,15.0,127.0523662,37.1393876
수목원로49번길,경기도 오산시 누읍동 634,1,4.0,10.0,127.0523662,37.1393876
수목원로49번길,경기도 오산시 누읍동 634,1,7.0,11.0,127.0523662,37.1393876
누읍로46번길,경기도 오산시 누읍동 635,1,3.0,15.0,127.0528326,37.14045184
누읍로46번길,경기도 오산시 누읍동 635,1,3.0,8.0,127.0528208,37.14045184
누읍로46번길,경기도 오산시 누읍동 635,1,3.0,8.0,127.052826,37.14045184
누읍로46번길,경기도 오산시 누읍동 635,1,3.0,5.0,127.0528326,37.14045184
누읍로46번길,경기도 오산시 누읍동 635,1,7.0,15.0,127.052804,37.14045184
눕새로,경기도 오산시 누읍동 636,1,3.0,5.0,127.0535955,37.140314
눕새로,경기도 오산시 누읍동 636,1,3.0,5.0,127.0535955,37.140316
눕새로,경기도 오산시 누읍동 636,1,3.0,5.0,127.053577,37.140314
경기대로,경기도 오산시 내삼미동 산 64-5,1,6.0,4.0,127.0539085,37.1803596
경기대로,경기도 오산시 내삼미동 산 65-3,1,3.0,17.0,127.0525092,37.18103331
경기대로,경기도 오산시 내삼미동 산 66-8,1,3.0,14.0,127.0516324,37.1815196
수목원로,경기도 오산시 누읍동 251-3,1,3.0,13.0,127.0544972,37.13800168
수목원로,경기도 오산시 누읍동 326-5,1,7.0,29.0,127.054507,37.13899235
수목원로88번길,경기도 오산시 누읍동 363-3,1,7.0,6.0,127.0550856,37.1420806
수목원로,경기도 오산시 누읍동 365-2,4,7.0,29.0,127.054808,37.14172668
초평중앙로,경기도 오산시 누읍동 403-1,1,3.0,10.0,127.0537199,37.144141
초평중앙로,경기도 오산시 누읍동 403-1,1,3.0,12.0,127.0537199,37.14415098
가수로,경기도 오산시 누읍동 426-6,1,4.0,15.0,127.048601,37.14321138
발안로,경기도 오산시 누읍동 428-4,1,3.0,10.0,127.0489554,37.14319276
발안로,경기도 오산시 누읍동 429-7,1,3.0,12.0,127.048708,37.143076
누읍로,경기도 오산시 누읍동 438-2,4,8.0,10.0,127.0488833,37.141607
누읍로,경기도 오산시 누읍동 438-2,1,3.0,10.0,127.0488833,37.1416941
발안로,경기도 오산시 누읍동 442-2,1,4.0,15.0,127.0475522,37.141409
발안로,경기도 오산시 누읍동 559-7,1,3.0,20.0,127.047084,37.14161432
발안로,경기도 오산시 누읍동 589,1,4.0,10.0,127.048227,37.14106581
가수로,경기도 오산시 누읍동 589-31,1,2.0,6.0,127.049153,37.14390886
발안로,경기도 오산시 누읍동 589-35,1,6.0,8.0,127.0463405,37.14121056
발안로,경기도 오산시 누읍동 589-8,4,6.0,15.0,127.0479386,37.14207752
누읍로,경기도 오산시 누읍동 589-8,4,6.0,5.0,127.047967,37.14207752
초평로,경기도 오산시 누읍동 592-4,1,4.0,11.0,127.0455883,37.141119
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
누읍로 20,경기도 오산시 누읍동 621,1,3.0,5.0,127.0517536,37.1400115
삼미로,경기도 오산시 내삼미동 902,1,7.0,14.0,127.069189,37.17443828
삼미로,경기도 오산시 내삼미동 902,1,3.0,6.0,127.0691369,37.17443828
삼미로,경기도 오산시 내삼미동 902,1,8.0,16.0,127.0691369,37.17443828
삼미로,경기도 오산시 내삼미동 902,1,8.0,16.0,127.0691369,37.17443828
삼미로,경기도 오산시 내삼미동 902,1,4.0,10.0,127.0691369,37.17443828
삼미로,경기도 오산시 내삼미동 902,1,8.0,15.0,127.0691369,37.17443828
삼미로,경기도 오산시 내삼미동 902,1,8.0,15.0,127.0691369,37.17443828
내삼미로,경기도 오산시 내삼미동 902,1,3.0,9.0,127.0691369,37.17443828
삼미로,경기도 오산시 내삼미동 902,1,8.0,16.0,127.0691369,37.17443828
삼미로,경기도 오산시 내삼미동 902,1,4.0,10.0,127.0691369,37.17443828
삼미로,경기도 오산시 내삼미동 902,1,8.0,15.0,127.0691369,37.17443828
삼미로,경기도 오산시 내삼미동 902-1,1,8.0,15.0,127.0613606,37.1755985
삼미로,경기도 오산시 내삼미동 902-1,1,8.0,14.0,127.0613606,37.1755985
북삼미로,경기도 오산시 내삼미동 902-2,1,8.0,17.0,127.0622932,37.1762691
내삼미로,경기도 오산시 내삼미동 903,1,8.0,20.0,127.0656284,37.17348184
내삼미로,경기도 오산시 내삼미동 903,1,6.0,17.0,127.0656707,37.17348184
내삼미로,경기도 오산시 내삼미동 903,1,8.0,19.0,127.0656531,37.17348184
내삼미로,경기도 오산시 내삼미동 903,1,4.0,10.0,127.0656284,37.17348184
내삼미로,경기도 오산시 내삼미동 903,1,2.0,14.0,127.0656284,37.17348184
내삼미로,경기도 오산시 내삼미동 903,1,6.0,9.0,127.0656284,37.17348184
내삼미로,경기도 오산시 내삼미동 903,1,6.0,13.0,127.0656181,37.17348184
내삼미로,경기도 오산시 내삼미동 903,1,3.0,10.0,127.0656367,37.17348184
내삼미로,경기도 오산시 내삼미동 903,1,3.0,9.0,127.0656284,37.17348184
오산대역로,경기도 오산시 내삼미동 903-1,1,8.0,29.0,127.065524,37.17127405
오산대역로,경기도 오산시 내삼미동 903-1,1,8.0,31.0,127.065524,37.1712213
오산대역로,경기도 오산시 내삼미동 903-1,1,8.0,22.0,127.065524,37.1712842
오산대역로,경기도 오산시 내삼미동 903-1,1,6.0,25.0,127.065524,37.17127405
오산대역로,경기도 오산시 내삼미동 903-1,1,2.0,7.0,127.065524,37.17127405
오산대역로,경기도 오산시 내삼미동 903-1,1,8.0,21.0,127.065524,37.17127405
북삼미로,경기도 오산시 내삼미동 905,1,4.0,6.0,127.0650023,37.18261107
경기대로,경기도 오산시 내삼미동 산 64-5,1,4.0,6.0,127.0539085,37.18034421
밀머리로1번길,경기도 오산시 원동 300-41,1,4.0,11.0,127.0735134,37.14178251
부원로,경기도 오산시 원동 30-14,1,6.0,16.0,127.0863273,37.14245369
부원로,경기도 오산시 원동 30-14,1,2.0,24.0,127.0863763,37.14245369
부원로,경기도 오산시 원동 30-14,1,6.0,9.0,127.0863763,37.14245369
부원로,경기도 오산시 원동 30-23,1,2.0,4.0,127.0901106,37.14140029
부원로,경기도 오산시 원동 30-47,1,2.0,4.0,127.090047,37.14146825
부원로,경기도 오산시 원동 30-50,1,2.0,4.0,127.0897813,37.14146675
부원로,경기도 오산시 원동 30-50,1,2.0,4.0,127.0897813,37.14146675
오산로160번길,경기도 오산시 원동 333-19,4,3.0,4.0,127.073283,37.1404289
오산로160번길,경기도 오산시 원동 333-19,4,3.0,4.0,127.0732609,37.1404289
경기대로,경기도 오산시 원동 360-2,1,6.0,20.0,127.0734874,37.14014573
경기대로,경기도 오산시 원동 360-2,4,6.0,20.0,127.073486,37.14014573
부원로,경기도 오산시 원동 37,1,4.0,14.0,127.0853777,37.1439387
경기대로,경기도 오산시 원동 386-3,1,3.0,12.0,127.0733943,37.13798132
경기대로,경기도 오산시 원동 386-3,1,3.0,5.0,127.0733943,37.13798132
경기대로,경기도 오산시 원동 391-2,1,6.0,20.0,127.073469,37.138612
경기대로,경기도 오산시 원동 419-4,1,6.0,20.0,127.073251,37.13708472
남부대로,경기도 오산시 원동 438-1,4,6.0,20.0,127.068953,37.135832
남부대로,경기도 오산시 원동 438-1,4,6.0,20.0,127.068936,37.135832
오산로,경기도 오산시 원동 458-2,1,6.0,15.0,127.068999,37.13446294
경기대로,경기도 오산시 원동 472-6,1,6.0,18.0,127.0725298,37.13331383
경기대로,경기도 오산시 원동 497-2,1,4.0,10.0,127.0728765,37.134911
경기대로,경기도 오산시 원동 505-1,4,5.0,22.0,127.072994,37.13564246
경기대로,경기도 오산시 원동 505-1,4,5.0,22.0,127.072968,37.13564246
남부대로,경기도 오산시 원동 505-1,4,5.0,26.0,127.0729006,37.13564246
경기대로,경기도 오산시 원동 505-1,4,3.0,4.0,127.0729006,37.13564246
경기대로,경기도 오산시 원동 513-10,4,3.0,4.0,127.073174,37.135719
남부대로,경기도 오산시 원동 519-7,1,6.0,20.0,127.075543,37.135851
동부대로,경기도 오산시 원동 541-50,4,6.0,5.0,127.0780093,37.136023
동부대로,경기도 오산시 원동 541-51,4,6.0,5.0,127.078458,37.136029
동부대로,경기도 오산시 원동 541-53,4,6.0,5.0,127.078441,37.1355827
북삼미로,경기도 오산시 외삼미동 72-2,1,8.0,15.0,127.0601911,37.19436707
북삼미로,경기도 오산시 외삼미동 72-2,1,8.0,15.0,127.0601911,37.19436707
외삼미로,경기도 오산시 외삼미동 72-2,1,4.0,6.0,127.0601911,37.19436707
북삼미로,경기도 오산시 외삼미동 72-2,1,4.0,6.0,127.0601911,37.19436707
북삼미로,경기도 오산시 외삼미동 72-2,1,8.0,20.0,127.0601911,37.19436707
북삼미로,경기도 오산시 외삼미동 8-5,4,8.0,16.0,127.0633343,37.18859384
북삼미로,경기도 오산시 외삼미동 8-5,4,4.0,3.0,127.0633343,37.18859384
문시로,경기도 오산시 외삼미동 8-5,4,8.0,16.0,127.0633343,37.18859384
문시로,경기도 오산시 외삼미동 8-5,4,4.0,3.0,127.0633343,37.18859384
북삼미로,경기도 오산시 외삼미동 8-5,4,8.0,16.0,127.0633343,37.18859384
북삼미로,경기도 오산시 외삼미동 8-5,4,4.0,3.0,127.0633343,37.18859384
문시로,경기도 오산시 외삼미동 8-5,4,8.0,16.0,127.0633343,37.18859384
북삼미로,경기도 오산시 외삼미동 8-5,4,4.0,3.0,127.0633343,37.18859384
문시로,경기도 오산시 외삼미동 8-5,1,4.0,6.0,127.0633343,37.18859384
문시로,경기도 오산시 외삼미동 8-5,1,4.0,6.0,127.0633343,37.18859384
문시로,경기도 오산시 외삼미동 8-8,1,8.0,15.0,127.0664319,37.19019777
외삼미로,경기도 오산시 외삼미동 산 12-6,1,4.0,6.0,127.0603961,37.19390205
문시로,경기도 오산시 외삼미동 산 40-2,1,4.0,10.0,127.0603628,37.1893432
문시로,경기도 오산시 외삼미동 산 40-2,1,4.0,6.0,127.0603628,37.1893432
문시로,경기도 오산시 외삼미동 산 40-2,1,4.0,6.0,127.0603628,37.1893432
문시로,경기도 오산시 외삼미동 산 42-1,1,4.0,15.0,127.0586872,37.18932588
경기대로,경기도 오산시 외삼미동 산 52-8,1,9.0,24.0,127.0485805,37.18409234
문시로,경기도 오산시 외삼미동 산 58-5,1,3.0,24.0,127.0504297,37.18969665
원동로,경기도 오산시 원동 119-135,4,6.0,30.0,127.0779623,37.14299917
밀머리로1번길,경기도 오산시 원동 119-180,1,3.0,10.0,127.0784856,37.14183967
밀머리로1번길,경기도 오산시 원동 119-180,4,6.0,5.0,127.0784856,37.14183967
원동로,경기도 오산시 원동 119-180,2,6.0,30.0,127.0784856,37.14183967
경부고속도로,경기도 오산시 원동 119-180,4,6.0,5.0,127.0784907,37.14183967
밀머리로1번길,경기도 오산시 원동 119-88,1,3.0,10.0,127.0779076,37.141834
운천로,경기도 오산시 원동 278-9,1,2.0,12.0,127.0741379,37.145078
운천로,경기도 오산시 원동 282-10,1,2.0,8.0,127.0741252,37.143984
문시로,경기도 오산시 외삼미동 411,4,4.0,4.0,127.0531056,37.18951531
문시로,경기도 오산시 외삼미동 411,1,4.0,21.0,127.0531055,37.18951531
문시로,경기도 오산시 외삼미동 413-4,4,10.0,20.0,127.0529109,37.18977953
문시로,경기도 오산시 외삼미동 413-4,4,4.0,7.0,127.0529109,37.1897331
문시로,경기도 오산시 외삼미동 413-4,4,4.0,4.0,127.0529109,37.1897581
문시로,경기도 오산시 외삼미동 418-1,1,4.0,4.0,127.0511018,37.18960416
문시로,경기도 오산시 외삼미동 575-4,1,8.0,15.0,127.0496283,37.1897278
문시로,경기도 오산시 외삼미동 576-2,1,3.0,15.0,127.0497324,37.1896294
외삼미로,경기도 오산시 외삼미동 586-11,4,6.0,7.0,127.0468513,37.18994455
경기대로,경기도 오산시 외삼미동 600-6,1,4.0,17.0,127.0486938,37.1842234
경기대로,경기도 오산시 외삼미동 615-37,4,8.0,37.0,127.0466773,37.19039198
외삼미로,경기도 오산시 외삼미동 615-43,1,2.0,6.0,127.0563366,37.1913921
문시로,경기도 오산시 외삼미동 638,4,9.0,20.0,127.0472392,37.18760906
문시로,경기도 오산시 외삼미동 638,4,4.0,4.0,127.0472392,37.18760906
경기대로,경기도 오산시 외삼미동 638,4,8.0,37.0,127.0472392,37.18760906
유엔평화로,경기도 오산시 외삼미동 639-1,1,4.0,8.0,127.0483116,37.18766964
유엔평화로,경기도 오산시 외삼미동 639-17,1,6.0,6.0,127.0489153,37.18556418
북삼미로,경기도 오산시 외삼미동 641,1,3.0,3.0,127.0614552,37.19093623
북삼미로,경기도 오산시 외삼미동 644,1,4.0,9.0,127.062081,37.19095232
북삼미로,경기도 오산시 외삼미동 646,1,4.0,5.0,127.0627498,37.1939881
북삼미로,경기도 오산시 외삼미동 647,1,6.0,9.0,127.0624482,37.1934386
북삼미로,경기도 오산시 외삼미동 647,1,6.0,9.0,127.0623721,37.1933508
북삼미로,경기도 오산시 외삼미동 647,1,4.0,12.0,127.0624508,37.1933643
북삼미로,경기도 오산시 외삼미동 648,1,4.0,9.0,127.061341,37.1928558
문시로,경기도 오산시 외삼미동 657,1,6.0,9.0,127.0658228,37.1917969
문시로,경기도 오산시 외삼미동 657,1,8.0,9.0,127.0659269,37.1916909
문시로,경기도 오산시 외삼미동 657,1,3.0,11.0,127.0658227,37.1917023
문시로,경기도 오산시 외삼미동 657,1,4.0,9.0,127.0667569,37.1910011
문시로,경기도 오산시 외삼미동 657,1,6.0,11.0,127.0669564,37.1905708
북삼미로,경기도 오산시 외삼미동 72-2,1,6.0,17.0,127.0601911,37.19436707
북삼미로,경기도 오산시 외삼미동 72-2,1,4.0,6.0,127.0601911,37.19436707
운천로,경기도 오산시 오산동 937,1,4.0,8.0,127.0745102,37.15127166
운암로,경기도 오산시 오산동 938,1,6.0,20.0,127.076336,37.15100607
운암로,경기도 오산시 오산동 938,1,6.0,20.0,127.076336,37.15100607
운암로,경기도 오산시 오산동 938,1,3.0,10.0,127.076336,37.15100607
운암로,경기도 오산시 오산동 938,1,6.0,20.0,127.076372,37.15100607
운암로,경기도 오산시 오산동 938,1,4.0,16.0,127.076336,37.15100607
운암로,경기도 오산시 오산동 938,1,6.0,20.0,127.076319,37.15100607
운암로,경기도 오산시 오산동 938,1,6.0,20.0,127.076336,37.15100607
동부대로,경기도 오산시 오산동 939,1,7.0,35.0,127.0791154,37.15062019
동부대로,경기도 오산시 오산동 939,1,4.0,35.0,127.0791154,37.15062019
성호대로,경기도 오산시 오산동 940,1,6.0,25.0,127.0753504,37.148816
성호대로,경기도 오산시 오산동 940,1,6.0,25.0,127.0753504,37.14885003
성호대로,경기도 오산시 오산동 940,1,6.0,25.0,127.0753504,37.14885003
성호대로,경기도 오산시 오산동 940,1,6.0,25.0,127.0753504,37.14885003
성호대로,경기도 오산시 오산동 940,1,6.0,13.0,127.0753504,37.148832
성호대로,경기도 오산시 오산동 940,1,6.0,25.0,127.0753504,37.14885003
운천로,경기도 오산시 오산동 941,1,4.0,8.0,127.074988,37.1495482
운천로,경기도 오산시 오산동 941,1,4.0,8.0,127.0749928,37.1495482
운천로,경기도 오산시 오산동 941,1,4.0,7.0,127.0749928,37.1495482
남부대로,경기도 오산시 오산동 954,4,5.0,18.0,127.0687192,37.135844
남부대로,경기도 오산시 오산동 954,4,5.0,5.0,127.068782,37.13589252
외삼미로,경기도 오산시 외삼미동 252-1,1,4.0,4.0,127.0517723,37.1968677
외삼미로,경기도 오산시 외삼미동 254-1,1,4.0,4.0,127.0517026,37.1968836
외삼미로,경기도 오산시 외삼미동 254-1,1,4.0,6.0,127.0517136,37.19687385
외삼미로,경기도 오산시 외삼미동 284-6,1,4.0,6.0,127.0583498,37.1913998
문시로,경기도 오산시 외삼미동 327-11,1,6.0,15.0,127.0589868,37.18945791
문시로,경기도 오산시 외삼미동 327-11,1,4.0,15.0,127.0589281,37.18945791
문시로,경기도 오산시 외삼미동 327-15,1,4.0,6.0,127.0595979,37.18939069
문시로,경기도 오산시 외삼미동 335-6,4,6.0,6.0,127.0562646,37.1897985
문시로,경기도 오산시 외삼미동 336-22,1,4.0,6.0,127.0570387,37.1893618
문시로,경기도 오산시 외삼미동 370-2,4,6.0,6.0,127.0555972,37.18977961
경기동로,경기도 오산시 오산동 926,1,6.0,21.0,127.0764307,37.15793034
운암로,경기도 오산시 오산동 935,1,6.0,18.0,127.0782457,37.1561135
운암로,경기도 오산시 오산동 935,1,6.0,18.0,127.0782457,37.1561135
운암로,경기도 오산시 오산동 935,1,6.0,18.0,127.0782457,37.1561135
운암로,경기도 오산시 오산동 935,1,6.0,19.0,127.078256,37.1561135
운암로,경기도 오산시 오산동 935,1,6.0,14.0,127.0782457,37.1561135
운암로,경기도 오산시 오산동 935,1,6.0,20.0,127.0782457,37.1561135
운암로,경기도 오산시 오산동 935,1,6.0,20.0,127.0782457,37.1561135
운암로,경기도 오산시 오산동 935,1,6.0,20.0,127.0782457,37.1561135
운천로,경기도 오산시 오산동 936,1,4.0,8.0,127.0748407,37.15505533
운천로,경기도 오산시 오산동 936,1,4.0,10.0,127.0748407,37.15505533
운천로,경기도 오산시 오산동 936,1,4.0,12.0,127.0748407,37.15505533
운천로,경기도 오산시 오산동 936,1,4.0,10.0,127.0748407,37.15505533
운천로,경기도 오산시 오산동 936,1,4.0,8.0,127.0748407,37.15505533
운천로,경기도 오산시 오산동 936,1,4.0,8.0,127.0748407,37.15505533
운천로,경기도 오산시 오산동 936,1,4.0,9.0,127.0748407,37.15505533
운천로,경기도 오산시 오산동 937,1,6.0,25.0,127.0745862,37.15127166
운천로,경기도 오산시 오산동 937,1,6.0,18.0,127.0745862,37.15127166
운천로,경기도 오산시 오산동 937,1,6.0,24.0,127.0745862,37.15127166
운천로,경기도 오산시 오산동 937,1,6.0,24.0,127.0745862,37.15127166
운천로,경기도 오산시 오산동 937,1,6.0,18.0,127.0745862,37.15127166
운천로,경기도 오산시 오산동 937,1,6.0,18.0,127.0745862,37.15127166
운천로,경기도 오산시 오산동 937,1,6.0,18.0,127.0745862,37.15127166
운천로,경기도 오산시 오산동 937,1,6.0,18.0,127.0745862,37.15127166
운천로,경기도 오산시 오산동 937,1,4.0,18.0,127.0745703,37.15127166
운천로,경기도 오산시 오산동 937,1,6.0,18.0,127.074547,37.15127166
운천로,경기도 오산시 오산동 937,1,6.0,18.0,127.074529,37.15127166
운천로,경기도 오산시 오산동 937,1,6.0,18.0,127.0745862,37.15127166
운천로,경기도 오산시 오산동 937,1,2.0,7.0,127.0745862,37.15127166
운천로,경기도 오산시 오산동 937,1,3.0,6.0,127.0745862,37.15127166
운천로,경기도 오산시 오산동 937,1,2.0,9.0,127.0745862,37.15127166
오산로,경기도 오산시 오산동 894,1,2.0,5.0,127.0691222,37.15089372
오산로,경기도 오산시 오산동 894,1,2.0,4.0,127.0691222,37.15089372
오산로,경기도 오산시 오산동 895,1,6.0,15.0,127.0687241,37.15197427
오산로,경기도 오산시 오산동 895,1,4.0,12.0,127.0687241,37.15197427
오산로,경기도 오산시 오산동 895,1,4.0,12.0,127.0687241,37.15197427
오산로,경기도 오산시 오산동 895,1,4.0,12.0,127.0687241,37.15197427
오산로,경기도 오산시 오산동 895,1,4.0,12.0,127.0687241,37.15197427
오산로289번길,경기도 오산시 오산동 896,1,2.0,4.0,127.0684337,37.15279436
성호대로55번길,경기도 오산시 오산동 897,1,2.0,3.0,127.068492,37.151781
오산로,경기도 오산시 오산동 899,1,2.0,3.0,127.0683336,37.149542
대원로,경기도 오산시 오산동 901,1,6.0,14.0,127.0684737,37.14761021
대원로,경기도 오산시 오산동 901,1,6.0,14.0,127.0684737,37.14761021
오산로,경기도 오산시 오산동 901,1,4.0,13.0,127.068463,37.14761021
오산로,경기도 오산시 오산동 901,1,2.0,3.0,127.0684737,37.14761021
오산로,경기도 오산시 오산동 901,1,5.0,13.0,127.068461,37.14761021
오산로,경기도 오산시 오산동 901,1,2.0,3.0,127.0684737,37.147666
오산로,경기도 오산시 오산동 901,1,4.0,12.0,127.068481,37.14761021
오산로,경기도 오산시 오산동 901,1,4.0,16.0,127.068492,37.14761021
역광장로,경기도 오산시 오산동 903-1,1,2.0,4.0,127.0680791,37.1465367
역광장로,경기도 오산시 오산동 903-1,1,8.0,16.0,127.0680791,37.1465367
오산로,경기도 오산시 오산동 903-2,1,2.0,16.0,127.0684215,37.14668214
오산로,경기도 오산시 오산동 903-2,1,5.0,14.0,127.068434,37.14668214
오산로,경기도 오산시 오산동 903-2,1,5.0,14.0,127.068462,37.146611
오산로,경기도 오산시 오산동 905,1,5.0,12.0,127.068491,37.14490647
오산로,경기도 오산시 오산동 905,1,8.0,12.0,127.068439,37.14490647
