,gid,cctv_yn,gbn,camera_yn,signal_count,rd_type,crosswalks_count,crsswlk_type,crsswlk_wdth,crsswlk_lngth,speed_bumps_count,fac_hght,fac_wdth,fac_lngth,fac_type,cctv_state,road_bt,child_zones_yn,acc_density
3059,다사612062,0,없음,0,3,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3060,다사612063,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,800.0,없음,없음,0.0,0,low
3062,다사612065,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3064,다사612067,0,없음,0,1,기타,3,1,4.666666666666667,5.333333333333333,2,10.0,360.0,600.0,없음,없음,0.0,0,low
3065,다사612068,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,600.0,없음,없음,0.0,0,high
3068,다사612071,1,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,600.0,없음,없음,0.0,0,high
3070,다사612073,0,없음,0,15,기타,2,1,6.0,16.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3072,다사612075,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3073,다사612076,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3076,다사612079,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3077,다사612080,0,신호,1,19,일반국도,1,1,8.0,21.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3078,다사612081,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3083,다사612086,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3093,다사612096,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3098,다사612101,0,신호,1,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3100,다사612103,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3101,다사612104,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3115,다사613041,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3122,다사613048,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3130,다사613056,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,700.0,없음,없음,0.0,0,low
3131,다사613057,0,없음,0,8,시도,4,1,5.0,13.5,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3134,다사613060,0,없음,0,0,없음,1,1,4.0,8.0,5,10.0,360.0,600.0,없음,없음,0.0,0,low
3136,다사613062,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,400.0,없음,없음,0.0,0,low
3137,다사613063,0,없음,0,4,기타,1,1,8.0,12.0,2,10.0,360.0,1200.0,없음,없음,0.0,0,high
3138,다사613064,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3139,다사613065,1,없음,0,11,기타,4,1,7.75,13.5,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3140,다사613066,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3141,다사613067,0,없음,0,4,기타,1,1,6.0,17.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3142,다사613068,0,없음,0,0,없음,1,1,2.0,8.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3145,다사613071,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3146,다사613072,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3147,다사613073,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3148,다사613074,0,없음,0,0,없음,1,1,4.0,12.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3149,다사613075,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3150,다사613076,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3153,다사613079,1,없음,0,0,없음,4,1,4.0,6.5,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3154,다사613080,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3155,다사613081,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3156,다사613082,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3175,다사613101,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3180,다사613106,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3211,다사614056,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3212,다사614057,1,신호,1,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3214,다사614059,0,없음,0,0,없음,0,0,0.0,0.0,5,10.0,360.0,400.0,없음,없음,0.0,0,high
3215,다사614060,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3216,다사614061,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3223,다사614068,0,없음,0,3,기타,3,1,4.333333333333333,10.333333333333334,2,10.0,360.0,750.0,없음,없음,0.0,0,high
3224,다사614069,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,550.0,없음,없음,0.0,0,high
3225,다사614070,1,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
3226,다사614071,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3228,다사614073,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3229,다사614074,0,없음,0,14,일반국도,1,1,6.0,24.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3230,다사614075,0,없음,0,0,없음,1,1,4.0,12.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3234,다사614079,0,없음,0,0,없음,5,1,4.0,10.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3235,다사614080,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3236,다사614081,1,없음,0,16,시도,6,1,6.666666666666667,22.5,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3237,다사614082,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,1600.0,없음,없음,0.0,0,low
3239,다사614084,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,1500.0,없음,없음,0.0,0,low
3240,다사614085,1,없음,0,12,시도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3241,다사614086,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3249,다사614094,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3259,다사614104,1,없음,0,0,없음,3,1,5.666666666666667,9.666666666666666,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3267,다사615032,0,없음,0,10,일반국도,1,4,9.0,21.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3268,다사615033,0,없음,0,2,기타,1,1,4.0,7.0,1,10.0,360.0,700.0,없음,없음,0.0,0,low
3270,다사615035,0,없음,0,7,기타,3,1,6.0,13.333333333333334,5,10.0,360.0,500.0,없음,없음,0.0,0,low
3281,다사615046,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3283,다사615048,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3284,다사615049,1,없음,0,2,시도,0,0,0.0,0.0,2,10.0,360.0,650.0,없음,없음,0.0,0,low
3285,다사615050,0,없음,0,0,없음,4,1,6.25,12.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3288,다사615053,0,없음,0,2,시도,1,1,3.0,24.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3291,다사615056,0,없음,0,2,시도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3292,다사615057,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3294,다사615059,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,450.0,없음,없음,0.0,0,low
3297,다사615062,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3300,다사615065,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3301,다사615066,0,없음,0,0,없음,1,1,4.0,6.0,1,10.0,360.0,500.0,없음,없음,0.0,0,low
3302,다사615067,0,없음,0,0,없음,1,1,4.0,6.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3303,다사615068,0,없음,0,0,없음,1,1,4.0,6.0,4,10.0,360.0,500.0,없음,없음,0.0,0,low
3306,다사615071,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3310,다사615075,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3311,다사615076,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3312,다사615077,1,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
3313,다사615078,0,신호,1,22,기타,6,1,7.0,14.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
3314,다사615079,1,없음,0,0,없음,4,1,3.5,6.25,2,10.0,360.0,500.0,없음,없음,0.0,0,low
3316,다사615081,0,신호,1,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,어린이집,Y,20.0,1,low
3334,다사615102,1,신호,1,9,시도,2,1,7.0,13.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3335,다사615103,0,없음,0,0,없음,1,1,4.0,9.0,1,10.0,360.0,800.0,없음,없음,0.0,0,low
3340,다사616033,0,없음,0,0,없음,2,4,4.0,6.0,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3341,다사616034,0,없음,0,0,없음,2,1,2.0,11.0,2,10.0,360.0,450.0,없음,없음,0.0,0,low
3342,다사616035,0,없음,0,0,없음,2,4,4.0,5.0,2,10.0,360.0,700.0,없음,없음,0.0,0,low
3343,다사616036,0,없음,0,4,기타,2,1,6.0,12.5,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3344,다사616037,1,없음,0,11,기타,5,1,4.0,9.6,1,10.0,360.0,900.0,없음,없음,0.0,0,high
3349,다사616042,0,없음,0,4,시도,1,4,5.0,18.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3351,다사616044,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3352,다사616045,1,없음,0,3,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3353,다사616046,0,없음,0,4,기타,0,0,0.0,0.0,1,10.0,360.0,1200.0,없음,없음,0.0,0,low
3354,다사616047,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3355,다사616048,0,없음,0,1,기타,1,1,6.0,15.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3356,다사616049,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3357,다사616050,1,없음,0,9,시도,2,1,4.0,17.5,2,10.0,360.0,550.0,없음,없음,0.0,0,high
3358,다사616051,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3359,다사616052,0,없음,0,11,기타,3,1,5.666666666666667,10.666666666666666,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3360,다사616053,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3361,다사616054,1,없음,0,6,기타,5,1,4.4,12.8,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3362,다사616055,0,없음,0,4,기타,8,1,4.125,11.0,1,10.0,360.0,700.0,없음,없음,0.0,0,low
3363,다사616056,0,신호,1,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3364,다사616057,0,없음,0,0,없음,1,1,2.0,3.0,1,10.0,360.0,400.0,없음,없음,0.0,0,high
3365,다사616058,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,400.0,없음,없음,0.0,0,high
3366,다사616059,0,없음,0,0,없음,2,1,2.0,3.5,5,10.0,360.0,520.0,없음,없음,0.0,0,high
3367,다사616060,0,없음,0,0,없음,2,1,2.0,3.5,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3368,다사616061,0,없음,0,0,없음,3,1,3.333333333333333,7.333333333333333,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3369,다사616062,0,없음,0,6,기타,1,1,6.0,8.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3370,다사616063,0,없음,0,5,기타,1,1,2.0,6.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3371,다사616064,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3372,다사616065,0,없음,0,0,없음,1,1,4.0,6.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
3375,다사616068,0,없음,0,0,없음,0,0,0.0,0.0,6,10.0,360.0,500.0,없음,없음,0.0,0,high
3377,다사616070,0,없음,0,0,없음,1,1,4.0,6.0,2,10.0,360.0,500.0,없음,없음,0.0,0,low
3378,다사616071,0,없음,0,10,일반국도,2,1,4.0,23.5,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3379,다사616072,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3380,다사616073,1,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,1500.0,없음,없음,0.0,0,low
3381,다사616074,0,없음,0,50,기타,7,1,6.714285714285714,14.714285714285714,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3383,다사616076,0,없음,0,0,없음,9,1,3.6666666666666665,11.88888888888889,2,10.0,360.0,600.0,없음,없음,0.0,0,low
3385,다사616078,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3388,다사616081,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3406,다사616102,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3409,다사617033,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3411,다사617035,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3414,다사617038,0,없음,0,4,기타,2,1,5.0,16.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3415,다사617039,0,없음,0,0,없음,2,1,5.5,16.0,2,10.0,360.0,450.0,없음,없음,0.0,0,low
3416,다사617040,1,신호,1,15,기타,1,1,6.0,15.0,1,10.0,360.0,1200.0,없음,없음,0.0,0,low
3417,다사617041,0,없음,0,2,시도,0,0,0.0,0.0,1,10.0,360.0,1200.0,초등학교,Y,12.0,1,low
3418,다사617042,0,없음,0,3,시도,3,4,5.666666666666667,15.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3419,다사617043,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3420,다사617044,0,없음,0,0,없음,4,1,6.0,19.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3421,다사617045,0,없음,0,3,기타,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3422,다사617046,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3424,다사617048,1,없음,0,8,기타,1,1,6.0,20.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3425,다사617049,0,없음,0,3,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3426,다사617050,0,없음,0,0,없음,1,1,4.0,12.0,1,10.0,360.0,400.0,없음,없음,0.0,0,high
3427,다사617051,0,없음,0,0,없음,0,0,0.0,0.0,3,10.0,360.0,400.0,없음,없음,0.0,0,high
3428,다사617052,0,없음,0,0,없음,0,0,0.0,0.0,3,10.0,360.0,400.0,없음,없음,0.0,0,low
3429,다사617053,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3430,다사617054,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3431,다사617055,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,400.0,없음,없음,0.0,0,low
3432,다사617056,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3433,다사617057,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3434,다사617058,0,없음,0,0,없음,3,1,2.0,4.333333333333333,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3435,다사617059,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3436,다사617060,0,없음,0,0,없음,5,1,4.4,12.6,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3437,다사617061,0,없음,0,0,없음,1,1,2.0,6.0,2,10.0,360.0,600.0,없음,없음,0.0,0,high
3438,다사617062,1,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,400.0,어린이집,N,5.0,1,low
3439,다사617063,0,없음,0,0,없음,2,1,5.0,8.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3442,다사617066,0,없음,0,0,없음,0,0,0.0,0.0,8,10.0,360.0,475.0,어린이집,N,4.0,1,low
3443,다사617067,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,300.0,없음,없음,0.0,0,high
3444,다사617068,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,500.0,없음,없음,0.0,0,low
3445,다사617069,0,없음,0,13,일반국도,4,1,3.75,13.75,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3446,다사617070,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,700.0,없음,없음,0.0,0,high
3448,다사617072,1,없음,0,2,기타,1,1,6.0,11.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3451,다사617075,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3452,다사617076,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3461,다사617085,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,450.0,없음,없음,0.0,0,low
3463,다사617087,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3480,다사618036,1,없음,0,0,없음,1,1,4.0,6.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3483,다사618039,0,없음,0,1,일반국도,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3486,다사618042,0,없음,0,7,시도,4,4,5.25,18.75,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3489,다사618045,1,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3492,다사618048,0,없음,0,2,기타,0,0,0.0,0.0,1,10.0,360.0,1200.0,없음,없음,0.0,0,low
3493,다사618049,1,없음,0,3,시도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3494,다사618050,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,400.0,없음,없음,0.0,0,low
3495,다사618051,0,없음,0,0,없음,0,0,0.0,0.0,3,10.0,360.0,466.6666666666667,없음,없음,0.0,0,high
3496,다사618052,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3497,다사618053,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3498,다사618054,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3499,다사618055,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3500,다사618056,1,신호,1,0,없음,0,0,0.0,0.0,1,10.0,360.0,700.0,없음,없음,0.0,0,high
3502,다사618058,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3503,다사618059,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3505,다사618061,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
3506,다사618062,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3507,다사618063,0,없음,0,0,없음,1,1,5.0,10.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3510,다사618066,1,없음,0,0,없음,2,1,4.0,7.0,1,10.0,360.0,1000.0,없음,없음,0.0,0,low
3511,다사618067,0,없음,0,0,없음,3,1,2.0,3.333333333333333,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3512,다사618068,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,650.0,없음,없음,0.0,0,high
3513,다사618069,0,없음,0,0,없음,0,0,0.0,0.0,3,10.0,360.0,533.3333333333334,없음,없음,0.0,0,low
3525,다사618081,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3545,다사619035,0,신호,1,3,일반국도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3546,다사619036,0,없음,0,1,일반국도,0,0,0.0,0.0,0,0.0,0.0,0.0,초등학교,Y,6.0,1,low
3547,다사619037,0,없음,0,10,일반국도,1,1,2.0,4.0,3,10.0,360.0,500.0,어린이집,N,3.0,1,high
3549,다사619039,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
3550,다사619040,0,없음,0,0,없음,7,1,3.571428571428572,5.142857142857143,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3551,다사619041,0,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,low
3552,다사619042,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3555,다사619045,0,신호,1,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,초등학교,Y,12.0,1,low
3558,다사619048,1,없음,0,5,시도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3559,다사619049,0,없음,0,4,시도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3561,다사619051,1,없음,0,0,없음,0,0,0.0,0.0,4,10.0,360.0,650.0,없음,없음,0.0,0,high
3562,다사619052,0,없음,0,0,없음,0,0,0.0,0.0,4,10.0,360.0,400.0,없음,없음,0.0,0,low
3563,다사619053,1,없음,0,0,없음,0,0,0.0,0.0,1,10.0,360.0,600.0,없음,없음,0.0,0,high
3564,다사619054,0,없음,0,0,없음,0,0,0.0,0.0,3,10.0,360.0,466.6666666666667,어린이집,N,5.0,1,low
3565,다사619055,0,없음,0,0,없음,0,0,0.0,0.0,3,10.0,360.0,466.6666666666667,없음,없음,0.0,0,low
3566,다사619056,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3568,다사619058,1,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,400.0,초등학교,Y,12.0,1,low
3569,다사619059,0,없음,0,0,없음,0,0,0.0,0.0,3,10.0,360.0,533.3333333333334,없음,없음,0.0,0,high
3570,다사619060,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
3571,다사619061,0,없음,0,0,없음,1,1,2.0,4.0,2,10.0,360.0,600.0,없음,없음,0.0,0,low
3572,다사619062,0,없음,0,0,없음,0,0,0.0,0.0,6,10.0,360.0,500.0,없음,없음,0.0,0,low
3573,다사619063,0,없음,0,0,없음,0,0,0.0,0.0,4,10.0,360.0,450.0,없음,없음,0.0,0,low
3574,다사619064,0,없음,0,0,없음,1,1,5.0,10.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3576,다사619066,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3577,다사619067,0,없음,0,0,없음,2,1,2.0,3.0,4,10.0,360.0,500.0,없음,없음,0.0,0,low
3580,다사619070,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,400.0,없음,없음,0.0,0,low
3581,다사619071,0,없음,0,0,없음,0,0,0.0,0.0,3,10.0,360.0,600.0,없음,없음,0.0,0,low
3582,다사619072,1,없음,0,4,기타,3,4,3.333333333333333,12.0,6,10.0,360.0,750.0,없음,없음,0.0,0,low
3611,다사620036,0,없음,0,1,일반국도,0,0,0.0,0.0,0,0.0,0.0,0.0,유치원,N,15.0,1,low
3612,다사620037,0,속도,1,4,일반국도,6,1,4.333333333333333,11.333333333333334,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3613,다사620038,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3614,다사620039,0,속도,1,4,일반국도,1,1,6.0,18.0,2,10.0,360.0,600.0,어린이집,N,6.0,1,high
3615,다사620040,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3616,다사620041,0,없음,0,8,일반국도,6,4,4.166666666666667,14.666666666666666,1,10.0,360.0,300.0,없음,없음,0.0,0,high
3617,다사620042,0,신호,1,3,일반국도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
3618,다사620043,0,없음,0,4,일반국도,1,1,6.0,20.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3619,다사620044,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3620,다사620045,0,신호,1,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,어린이집,N,12.0,1,low
3622,다사620047,0,없음,0,3,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3623,다사620048,1,없음,0,4,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3624,다사620049,0,없음,0,3,일반국도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
3625,다사620050,0,없음,0,0,없음,0,0,0.0,0.0,4,10.0,360.0,400.0,없음,없음,0.0,0,low
3626,다사620051,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,high
