sgg_nm,rd_type,addr,rd_no,rd_nm,lon,lat
오산시,기타,경기도 오산시 양산동 678,,양산로,127.0298412,37.19676191
오산시,기타,경기도 오산시 양산동 678,,양산로,127.0298412,37.19676191
오산시,기타,경기도 오산시 양산동 678,,양산로,127.0298412,37.19676191
오산시,기타,경기도 오산시 양산동 678,,양산로,127.0298412,37.19676191
오산시,기타,경기도 오산시 양산동 678,,양산로,127.0298412,37.19676191
오산시,기타,경기도 오산시 양산동 678,,양산로,127.0298412,37.19676191
오산시,기타,경기도 오산시 양산동 678,,양산로,127.0298412,37.19676191
오산시,기타,경기도 오산시 양산동 678,,양산로,127.0298412,37.19676191
오산시,기타,경기도 오산시 양산동 678,,양산로,127.0298412,37.19676191
오산시,기타,경기도 오산시 양산동 678,,양산로,127.0298412,37.19676191
오산시,기타,경기도 오산시 양산동 678,,양산로,127.0298412,37.19676191
오산시,기타,경기도 오산시 양산동 678,,양산로,127.0298412,37.19676191
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.067884,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.067884,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.067884,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 수청동 17-1,,내삼미로,127.0678264,37.16516898
오산시,기타,경기도 오산시 가수동 389-4,,감투로,127.061913,37.14772281
오산시,기타,경기도 오산시 가수동 389-4,,감투로,127.061913,37.14772281
오산시,기타,경기도 오산시 가수동 389-4,,감투로,127.061913,37.14772281
오산시,기타,경기도 오산시 가수동 389-4,,감투로,127.061913,37.14772281
오산시,기타,경기도 오산시 가수동 389-4,,감투로,127.061913,37.14772281
오산시,기타,경기도 오산시 가수동 389-4,,감투로,127.061913,37.14772281
오산시,지방도,경기도 오산시 궐동 711,310번,가장로,127.0527509,37.15875692
오산시,지방도,경기도 오산시 궐동 711,310번,가장로,127.0527509,37.15875692
오산시,지방도,경기도 오산시 궐동 711,310번,가장로,127.0527509,37.15875692
오산시,기타,경기도 오산시 양산동 산 1-3,,양산로,127.0352647,37.1908538
오산시,기타,경기도 오산시 양산동 681,,양산로,127.0360152,37.19424967
오산시,기타,경기도 오산시 양산동 681,,양산로,127.0360237,37.19424967
오산시,기타,경기도 오산시 양산동 681,,양산로,127.036035,37.19424967
오산시,기타,경기도 오산시 양산동 79-5,,양산로398번길,127.0351695,37.19060912
오산시,기타,경기도 오산시 양산동 79-5,,양산로398번길,127.0351695,37.19060912
오산시,기타,경기도 오산시 양산동 79-5,,양산로398번길,127.0351695,37.19060912
오산시,기타,경기도 오산시 양산동 산 2-10,,양산로398번길,127.0353506,37.1906115
오산시,기타,경기도 오산시 양산동 산 2-10,,양산로398번길,127.0354097,37.1905439
오산시,기타,경기도 오산시 양산동 산 2-10,,양산로398번길,127.0354097,37.1905439
오산시,기타,경기도 오산시 양산동 79-8,,양산로398번길,127.0353111,37.1904674
오산시,기타,경기도 오산시 양산동 79-5,,양산로398번길,127.0351761,37.1906183
오산시,기타,경기도 오산시 양산동 산 2-13,,양산로398번길,127.0350776,37.190749
오산시,기타,경기도 오산시 양산동 79-5,,양산로398번길,127.0351695,37.19060912
오산시,기타,경기도 오산시 양산동 산 1-3,,양산로398번길,127.0352647,37.1908862
오산시,기타,경기도 오산시 양산동 산 1-3,,양산로398번길,127.0352647,37.1908862
오산시,기타,경기도 오산시 양산동 681,,양산로398번길,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,양산로398번길,127.0360407,37.19424967
오산시,기타,경기도 오산시 양산동 681,,양산로398번길,127.0360407,37.19424967
오산시,기타,경기도 오산시 가수동 389-4,,감투로,127.061913,37.14772281
오산시,기타,경기도 오산시 가수동 389-4,,감투로,127.061913,37.14772281
오산시,기타,경기도 오산시 가수동 389-4,,감투로,127.061913,37.14772281
오산시,기타,경기도 오산시 가수동 294-4,,청학로,127.061677,37.15021434
오산시,기타,경기도 오산시 가수동 294-4,,청학로,127.061677,37.15021434
오산시,기타,경기도 오산시 가수동 294-4,,청학로,127.061677,37.15021434
오산시,기타,경기도 오산시 가수동 294-4,,청학로,127.061677,37.15021434
오산시,시도,경기도 오산시 가수동 389-2,,성호대로,127.0621227,37.149561
오산시,시도,경기도 오산시 가수동 389-2,,성호대로,127.0621227,37.149561
오산시,시도,경기도 오산시 가수동 389-2,,성호대로,127.0621227,37.149561
오산시,기타,경기도 오산시 가수동 300-14,,황새로,127.0615823,37.14912212
오산시,기타,경기도 오산시 가수동 300-14,,황새로,127.0615823,37.14912212
오산시,기타,경기도 오산시 가수동 300-14,,황새로,127.0615823,37.14912212
오산시,국가지원지방도,경기도 오산시 가수동 389-4,82번,감투로,127.061913,37.14772281
오산시,국가지원지방도,경기도 오산시 가수동 389-4,82번,감투로,127.061913,37.14772281
오산시,국가지원지방도,경기도 오산시 가수동 389-4,82번,감투로,127.061913,37.14772281
오산시,지방도,경기도 오산시 가수동 289-12,310번,가장로,127.0609877,37.149943
오산시,기타,경기도 오산시 궐동 736,,궐동로,127.0571857,37.15792023
오산시,기타,경기도 오산시 궐동 739,,궐동로,127.053756,37.15806752
오산시,기타,경기도 오산시 궐동 739,,궐동로,127.053756,37.15806752
오산시,기타,경기도 오산시 궐동 739,,궐동로,127.053756,37.15806752
오산시,기타,경기도 오산시 궐동 737,,대호로,127.054256,37.15789127
오산시,기타,경기도 오산시 궐동 737,,대호로,127.054256,37.15789127
오산시,기타,경기도 오산시 궐동 737,,대호로,127.0542457,37.15789127
오산시,기타,경기도 오산시 궐동 737,,대호로,127.0542457,37.15789127
오산시,기타,경기도 오산시 궐동 737,,대호로,127.0542457,37.15789127
오산시,기타,경기도 오산시 궐동 737,,대호로,127.0542457,37.15789127
오산시,기타,경기도 오산시 궐동 737,,대호로,127.0542457,37.15789127
오산시,기타,경기도 오산시 궐동 715,,궐리사로,127.0595632,37.15895665
오산시,기타,경기도 오산시 궐동 715,,궐리사로,127.0595632,37.15895665
오산시,기타,경기도 오산시 궐동 715,,궐리사로,127.0595632,37.15895665
오산시,기타,경기도 오산시 궐동 715,,궐리사로,127.0595632,37.15895665
오산시,기타,경기도 오산시 궐동 715,,궐리사로,127.0595632,37.15895665
오산시,기타,경기도 오산시 궐동 715,,궐리사로,127.0595632,37.15895665
오산시,기타,경기도 오산시 궐동 715,,궐리사로,127.0595632,37.15895665
오산시,기타,경기도 오산시 궐동 715,,궐리사로,127.0595632,37.15895665
오산시,기타,경기도 오산시 궐동 715,,궐리사로,127.0595632,37.15895665
오산시,기타,경기도 오산시 궐동 715,,궐리사로,127.0595632,37.15895665
오산시,기타,경기도 오산시 궐동 715,,궐리사로,127.0595632,37.15895665
오산시,기타,경기도 오산시 궐동 722,,매홀로,127.063883,37.15870686
오산시,기타,경기도 오산시 궐동 715,,궐리사로,127.0595632,37.15895665
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360111,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 679,,양산로410번길,127.0315784,37.19488087
오산시,기타,경기도 오산시 양산동 679,,양산로410번길,127.0315784,37.19488087
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360025,37.19424967
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.065634,37.17348184
오산시,기타,경기도 오산시 수청동 638-1,,내삼미로,127.0661385,37.17120539
오산시,기타,경기도 오산시 수청동 638-1,,내삼미로,127.0661385,37.17120539
오산시,기타,경기도 오산시 수청동 638-1,,내삼미로,127.0661385,37.17120539
오산시,기타,경기도 오산시 수청동 638-1,,내삼미로,127.0661385,37.17120539
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,지방도,경기도 오산시 가수동 289-12,310번,가장로,127.0609877,37.149943
오산시,지방도,경기도 오산시 가수동 289-12,310번,가장로,127.0609877,37.149943
오산시,시도,경기도 오산시 가수동 289-12,,성호대로,127.0609877,37.14995614
오산시,시도,경기도 오산시 가수동 289-12,,성호대로,127.0609877,37.14995614
오산시,기타,경기도 오산시 양산동 681,,양산로398번길,127.036083,37.19424967
오산시,기타,경기도 오산시 양산동 681,,양산로398번길,127.0360773,37.19424967
오산시,기타,경기도 오산시 양산동 681,,양산로398번길,127.0360773,37.19424967
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 546-1,,수청로,127.0453288,37.1768475
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 원동 819,,대원로,127.0762273,37.14737589
오산시,기타,경기도 오산시 원동 819,,대원로,127.0762273,37.14737589
오산시,기타,경기도 오산시 원동 819,,대원로,127.0762273,37.14737589
오산시,기타,경기도 오산시 원동 819,,대원로,127.0762273,37.14737589
오산시,기타,경기도 오산시 원동 819,,대원로,127.0762273,37.14737589
오산시,기타,경기도 오산시 원동 819,,대원로,127.0762273,37.14737589
오산시,기타,경기도 오산시 원동 819,,대원로,127.0762273,37.14737589
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 682,,세남로,127.0347409,37.19269756
오산시,기타,경기도 오산시 양산동 682,,세남로,127.0347409,37.19269756
오산시,기타,경기도 오산시 양산동 682,,세남로,127.0347409,37.19269756
오산시,기타,경기도 오산시 양산동 682,,세남로,127.0347409,37.19269756
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 양산동 681,,세남로,127.0360825,37.19424967
오산시,기타,경기도 오산시 세교동 643,,세남로14번길,127.0362297,37.19131253
오산시,기타,경기도 오산시 세교동 643,,세남로14번길,127.0362297,37.19131253
오산시,기타,경기도 오산시 양산동 680,,양산로,127.0327347,37.19626343
오산시,기타,경기도 오산시 양산동 680,,양산로,127.0327347,37.19626343
오산시,기타,경기도 오산시 양산동 680,,양산로,127.0327518,37.19626343
오산시,기타,경기도 오산시 수청동 69-15,,현충로,127.0691953,37.1633463
오산시,기타,경기도 오산시 수청동 69-15,,현충로,127.0691953,37.1633463
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.065634,37.17348184
오산시,기타,경기도 오산시 내삼미동 903,,내삼미로,127.065634,37.17348184
오산시,시도,경기도 오산시 가수동 289-12,,성호대로,127.0609877,37.14995614
오산시,시도,경기도 오산시 가수동 289-12,,성호대로,127.0609877,37.14995614
오산시,시도,경기도 오산시 가수동 289-12,,성호대로,127.0609877,37.14995614
오산시,국가지원지방도,경기도 오산시 누읍동 589-35,82번,발안로,127.0463405,37.14121056
오산시,국가지원지방도,경기도 오산시 누읍동 589-35,82번,발안로,127.0463405,37.14121056
오산시,국가지원지방도,경기도 오산시 누읍동 589-35,82번,발안로,127.0463405,37.14121056
오산시,국가지원지방도,경기도 오산시 누읍동 589-35,82번,발안로,127.0463405,37.14121056
오산시,국가지원지방도,경기도 오산시 누읍동 589-35,82번,발안로,127.0463405,37.14121056
오산시,국가지원지방도,경기도 오산시 누읍동 589-35,82번,발안로,127.0463405,37.14121056
오산시,국가지원지방도,경기도 오산시 누읍동 589,82번,발안로,127.048227,37.14106581
오산시,국가지원지방도,경기도 오산시 누읍동 589,82번,발안로,127.048227,37.14106581
오산시,국가지원지방도,경기도 오산시 누읍동 589,82번,발안로,127.048227,37.14106581
오산시,국가지원지방도,경기도 오산시 누읍동 589,82번,발안로,127.048227,37.14106581
오산시,시도,경기도 오산시 누읍동 589,,누읍로,127.048227,37.14106581
오산시,시도,경기도 오산시 누읍동 589,,누읍로,127.048227,37.14106581
오산시,시도,경기도 오산시 누읍동 589,,누읍로,127.048227,37.14106581
오산시,시도,경기도 오산시 누읍동 589,,누읍로,127.048227,37.14106581
오산시,시도,경기도 오산시 누읍동 589,,누읍로,127.048227,37.14106581
오산시,시도,경기도 오산시 누읍동 589,,누읍로,127.048227,37.14106581
오산시,기타,경기도 오산시 궐동 715,,궐리사로,127.0595632,37.15895665
오산시,기타,경기도 오산시 오산동 935,,운암로,127.0782518,37.1561135
오산시,기타,경기도 오산시 오산동 935,,운암로,127.0782518,37.1561135
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,기타,경기도 오산시 금암동 547,,여계산로,127.0451226,37.17330154
오산시,시도,경기도 오산시 누읍동 589,,누읍로,127.048227,37.14106581
오산시,국가지원지방도,경기도 오산시 누읍동 426-6,82번,발안로,127.048601,37.14321138
오산시,국가지원지방도,경기도 오산시 누읍동 426-6,82번,발안로,127.048601,37.14321138
오산시,국가지원지방도,경기도 오산시 누읍동 426-6,82번,발안로,127.048601,37.14321138
오산시,국가지원지방도,경기도 오산시 누읍동 426-6,82번,발안로,127.048601,37.14321138
오산시,국가지원지방도,경기도 오산시 누읍동 426-6,82번,발안로,127.048601,37.14321138
오산시,국가지원지방도,경기도 오산시 누읍동 426-6,82번,발안로,127.048601,37.14321138
오산시,국가지원지방도,경기도 오산시 누읍동 589-38,82번,발안로,127.0526461,37.1441375
오산시,국가지원지방도,경기도 오산시 누읍동 589-38,82번,발안로,127.0526461,37.1441375
오산시,국가지원지방도,경기도 오산시 누읍동 589-38,82번,발안로,127.0526461,37.1441375
오산시,국가지원지방도,경기도 오산시 누읍동 589-38,82번,발안로,127.0526461,37.1441375
오산시,국가지원지방도,경기도 오산시 누읍동 589-38,82번,발안로,127.0526461,37.1441375
오산시,기타,경기도 오산시 누읍동 438-2,,누읍로,127.0488833,37.141676
오산시,기타,경기도 오산시 누읍동 438-2,,누읍로,127.0488833,37.141676
오산시,기타,경기도 오산시 누읍동 438-2,,누읍로,127.0488833,37.141676
오산시,기타,경기도 오산시 누읍동 438-2,,누읍로,127.0488833,37.141676
오산시,기타,경기도 오산시 누읍동 438-2,,누읍로,127.0488833,37.141676
오산시,기타,경기도 오산시 원동 819,,대원로,127.0762273,37.14737589
오산시,기타,경기도 오산시 원동 819,,대원로,127.0762273,37.14737589
오산시,기타,경기도 오산시 원동 819,,대원로,127.0762273,37.14737589
오산시,기타,경기도 오산시 원동 819,,대원로,127.0762273,37.14737589
오산시,기타,경기도 오산시 원동 819,,대원로,127.0762273,37.14737589
오산시,시도,경기도 오산시 원동 820,,동부대로,127.0781347,37.1463853
오산시,기타,경기도 오산시 원동 837,,오산로,127.0687625,37.14201391
오산시,기타,경기도 오산시 원동 837,,오산로,127.0687622,37.14201391
오산시,기타,경기도 오산시 원동 837,,오산로,127.0687622,37.14201391
오산시,기타,경기도 오산시 원동 780-11,,오산로,127.0687852,37.1424646
오산시,기타,경기도 오산시 원동 780-11,,오산로,127.0687852,37.1424646
오산시,시도,경기도 오산시 원동 350,,원동로,127.0705438,37.1423284
오산시,시도,경기도 오산시 원동 781-3,,원동로,127.0704385,37.1427065
오산시,시도,경기도 오산시 원동 792,,원동로,127.073524,37.14560421
오산시,시도,경기도 오산시 원동 335-5,,원동로,127.0712134,37.1423575
오산시,시도,경기도 오산시 원동 119-170,,동부대로,127.0781806,37.14274554
오산시,시도,경기도 오산시 원동 821,,동부대로,127.0782375,37.14334067
오산시,시도,경기도 오산시 원동 119-170,,동부대로,127.0781806,37.14274554
오산시,시도,경기도 오산시 지곶동 553,,독산성로,127.0182059,37.17920692
오산시,기타,경기도 오산시 지곶동 571,,배무니로,127.0261461,37.17292543
오산시,기타,경기도 오산시 지곶동 571,,배무니로,127.0261461,37.17292543
오산시,기타,경기도 오산시 지곶동 569,,배무니로,127.0264884,37.17295866
오산시,기타,경기도 오산시 지곶동 572,,배무니로,127.0282756,37.17076323
오산시,시도,경기도 오산시 원동 541-50,,동부대로,127.078025,37.13603168
오산시,시도,경기도 오산시 원동 541-59,,동부대로,127.0782073,37.13591022
오산시,시도,경기도 오산시 원동 541-59,,동부대로,127.0782073,37.13591022
오산시,시도,경기도 오산시 원동 541-59,,동부대로,127.0782073,37.13591022
오산시,시도,경기도 오산시 원동 541-59,,동부대로,127.0782073,37.13591022
오산시,시도,경기도 오산시 원동 541-33,,동부대로,127.0782669,37.13556677
오산시,시도,경기도 오산시 원동 541-59,,동부대로,127.0782073,37.13591022
오산시,시도,경기도 오산시 부산동 782,,동부대로,127.0809416,37.15439704
오산시,기타,경기도 오산시 부산동 782,,운천로,127.0809416,37.15439704
오산시,기타,경기도 오산시 부산동 304-6,,운천로,127.0814583,37.15500018
오산시,시도,경기도 오산시 부산동 779-3,,동부대로,127.0803671,37.15379393
오산시,시도,경기도 오산시 부산동 779-3,,동부대로,127.0803671,37.15379393
오산시,기타,경기도 오산시 부산동 784,,운천로,127.0784799,37.15296501
오산시,기타,경기도 오산시 부산동 784,,운천로,127.0784799,37.15296501
오산시,시도,경기도 오산시 부산동 782,,동부대로,127.0809416,37.15439704
오산시,시도,경기도 오산시 부산동 782,,동부대로,127.0809416,37.15439704
오산시,시도,경기도 오산시 부산동 782,,동부대로,127.0809416,37.15439704
오산시,기타,경기도 오산시 부산동 790,,경기동로186번길,127.0922495,37.15696702
오산시,기타,경기도 오산시 부산동 790,,경기동로186번길,127.0922387,37.15696702
오산시,기타,경기도 오산시 부산동 790,,경기동로186번길,127.0922495,37.15696702
오산시,기타,경기도 오산시 부산동 790,,경기동로186번길,127.0922495,37.15696702
오산시,기타,경기도 오산시 부산동 790,,경기동로186번길,127.0922495,37.15696702
오산시,기타,경기도 오산시 부산동 790,,경기동로186번길,127.0922495,37.15696702
오산시,기타,경기도 오산시 오산동 936,,운천로,127.0748407,37.15505533
오산시,기타,경기도 오산시 오산동 936,,운천로,127.0748407,37.15505533
오산시,기타,경기도 오산시 오산동 936,,운천로,127.0748407,37.15505533
오산시,기타,경기도 오산시 오산동 936,,운천로,127.0748407,37.15505533
오산시,기타,경기도 오산시 오산동 936,,운암로,127.0748407,37.15505533
오산시,기타,경기도 오산시 오산동 936,,운암로,127.0748407,37.15505533
오산시,기타,경기도 오산시 오산동 936,,운천로,127.0748407,37.15505533
오산시,기타,경기도 오산시 오산동 936,,운천로,127.0748407,37.15505533
오산시,기타,경기도 오산시 오산동 936,,운천로,127.0748407,37.15505533
오산시,기타,경기도 오산시 오산동 936,,운천로,127.0748407,37.15505533
오산시,기타,경기도 오산시 오산동 937,,운천로,127.0745862,37.15127166
오산시,기타,경기도 오산시 오산동 937,,운천로,127.0745862,37.15127166
오산시,기타,경기도 오산시 오산동 937,,운천로,127.0745862,37.15127166
오산시,기타,경기도 오산시 오산동 935,,운암로,127.0782457,37.1561135
오산시,기타,경기도 오산시 오산동 935,,운암로,127.0782457,37.1561135
오산시,기타,경기도 오산시 오산동 935,,운암로,127.0782457,37.1561135
오산시,기타,경기도 오산시 오산동 935,,운암로,127.0782457,37.1561135
오산시,기타,경기도 오산시 오산동 935,,운암로,127.0782457,37.1561135
오산시,기타,경기도 오산시 오산동 935,,운암로,127.0782457,37.1561135
오산시,기타,경기도 오산시 오산동 937,,운암로,127.0745862,37.15127166
오산시,기타,경기도 오산시 오산동 937,,운암로,127.0745862,37.15127166
오산시,기타,경기도 오산시 오산동 937,,운암로,127.0745862,37.15127166
오산시,기타,경기도 오산시 양산동 680,,양산로,127.0327518,37.19626343
오산시,기타,경기도 오산시 누읍동 438-2,,누읍로,127.0488833,37.141676
오산시,기타,경기도 오산시 누읍동 438-2,,누읍로,127.0488833,37.141676
오산시,기타,경기도 오산시 누읍동 438-2,,누읍로,127.0488833,37.141676
오산시,기타,경기도 오산시 누읍동 438-2,,누읍로,127.0488833,37.141676
오산시,기타,경기도 오산시 누읍동 438-2,,누읍로,127.0488833,37.141676
오산시,기타,경기도 오산시 누읍동 438-2,,누읍로,127.0488833,37.141676
오산시,기타,경기도 오산시 오산동 937,,운암로,127.0745862,37.15127166
오산시,기타,경기도 오산시 오산동 937,,운천로,127.0745862,37.15127166
오산시,기타,경기도 오산시 오산동 937,,운천로,127.0745862,37.15127166
오산시,기타,경기도 오산시 오산동 938,,운암로,127.076321,37.15100607
오산시,기타,경기도 오산시 오산동 938,,운암로,127.076336,37.15100607
오산시,기타,경기도 오산시 오산동 938,,운암로,127.076321,37.15100607
오산시,기타,경기도 오산시 오산동 938,,운암로,127.076336,37.15100607
오산시,시도,경기도 오산시 오산동 940,,성호대로,127.0753504,37.14885003
오산시,시도,경기도 오산시 오산동 940,,성호대로,127.0753504,37.14885003
오산시,기타,경기도 오산시 오산동 940,,운암로,127.0753504,37.14885003
오산시,시도,경기도 오산시 오산동 940,,성호대로,127.0753504,37.1488375
오산시,기타,경기도 오산시 오산동 937,,운천로,127.0745481,37.15127166
오산시,기타,경기도 오산시 오산동 937,,운천로,127.0745481,37.15127166
오산시,기타,경기도 오산시 오산동 937,,운천로,127.0745481,37.15127166
오산시,시도,경기도 오산시 오산동 940,,성호대로,127.0753504,37.14885003
오산시,시도,경기도 오산시 오산동 940,,성호대로,127.0753504,37.14885003
오산시,시도,경기도 오산시 오산동 939,,동부대로,127.0791154,37.15062019
오산시,기타,경기도 오산시 지곶동 572,,배무니로,127.0282756,37.17076323
오산시,기타,경기도 오산시 지곶동 572,,배무니로,127.0282756,37.17076323
오산시,기타,경기도 오산시 지곶동 573,,배무니로,127.0259424,37.16925767
오산시,기타,경기도 오산시 지곶동 569,,배무니로,127.0264884,37.17295866
오산시,기타,경기도 오산시 지곶동 569,,가장산업서북로,127.0264884,37.17295866
오산시,기타,경기도 오산시 지곶동 569,,가장산업서북로,127.0264884,37.17295866
오산시,기타,경기도 오산시 지곶동 564-2,,가장산업서북로,127.028565,37.17202431
오산시,기타,경기도 오산시 지곶동 564-2,,가장산업서북로,127.0285013,37.17202431
오산시,기타,경기도 오산시 지곶동 564-2,,가장산업서북로,127.0285013,37.17202431
오산시,기타,경기도 오산시 지곶동 564-2,,가장산업서북로,127.0285294,37.17202431
오산시,기타,경기도 오산시 지곶동 564-2,,가장산업서북로,127.0285294,37.17202431
오산시,기타,경기도 오산시 지곶동 564-2,,가장산업서북로,127.028565,37.17202431
오산시,기타,경기도 오산시 지곶동 572,,가장산업서북로,127.0282756,37.17076323
오산시,기타,경기도 오산시 지곶동 572,,가장산업서북로,127.0282756,37.17076323
오산시,기타,경기도 오산시 지곶동 572,,가장산업서북로,127.0282756,37.17076323
오산시,기타,경기도 오산시 지곶동 572,,가장산업서북로,127.0282756,37.17076323
오산시,기타,경기도 오산시 지곶동 572,,가장산업서북로,127.0282756,37.17076323
